target,OverallQual,GrLivArea,Neighborhood,x1stFlrSF,TotalBsmtSF,BsmtFinSF1,LotArea,GarageCars,MSSubClass,GarageArea,YearRemodAdd,YearBuilt
143e3,6,1328,NWAmes,1328,1328,569,9790,2,_20,528,1963,1963
625e3,10,3627,NoRidge,1831,1930,1387,35760,3,_60,807,1996,1995
172500,6,1683,Sawyer,918,918,226,11184,2,_60,440,1978,1978
135e3,5,1048,NAmes,1048,1048,586,10152,1,_20,286,1956,1956
38e4,9,2643,NridgHt,2069,2153,0,13693,3,_60,694,2006,2006
25e4,7,2057,Crawfor,1020,1017,223,11500,1,_50,180,1987,1936
12e4,5,1340,Edwards,1340,0,0,9060,1,_20,252,2006,1957
97e3,5,882,OldTown,882,0,0,12702,1,_20,308,1956,1956
116500,5,858,BrkSide,858,858,696,7207,0,_20,0,2008,1958
142600,5,1728,NAmes,1728,1728,231,13101,2,_90,576,1965,1965
244400,7,2403,ClearCr,1207,1032,0,24090,1,_70,349,1950,1940
133e3,4,1573,BrkSide,989,884,0,6120,1,_50,240,1995,1935
129900,5,1060,MeadowV,1060,1040,840,4224,2,_120,572,1976,1976
130500,5,816,Mitchel,816,816,641,6600,1,_20,264,2008,1982
437154,9,2728,NridgHt,1848,1848,1410,20431,3,_60,706,2006,2005
339750,8,2078,Somerst,1050,1034,789,10800,3,_60,836,2008,2007
9e4,5,2337,OldTown,1422,662,0,13600,2,_190,560,1950,1900
282922,8,1464,Somerst,1464,1485,929,15256,3,_20,754,2007,2007
172500,8,1739,Somerst,983,970,649,2645,2,_160,480,2e3,1999
203e3,7,1504,CollgCr,1504,1504,690,11883,2,_20,478,1996,1996
246578,7,1500,Blmngtn,1500,1356,1070,4045,3,_120,648,2006,2006
152e3,5,1040,CollgCr,1040,1040,732,12464,2,_20,576,1996,1996
214500,6,2134,BrkSide,1445,844,0,11888,2,_75,441,1994,1916
185e3,7,1718,Gilbert,885,832,0,10141,2,_60,427,1998,1998
191e3,7,1716,CollgCr,909,880,0,8750,2,_60,512,1996,1996
14e4,7,1710,OldTown,902,576,0,10300,2,_70,480,1950,1921
87e3,5,1248,OldTown,912,912,324,9439,1,_50,160,1950,1930
135e3,4,1192,NAmes,720,720,0,10800,0,_50,0,1950,1949
85500,4,869,BrkSide,869,440,0,5900,0,_30,0,1958,1923
34900,4,720,IDOTRR,720,720,495,7879,0,_30,0,1950,1920
125e3,5,1472,OldTown,842,702,0,9600,1,_50,250,1994,1925
395192,9,1940,NridgHt,1940,1930,1646,10159,3,_20,606,2010,2009
19e4,7,1453,ClearCr,1453,1453,1082,5271,2,_120,445,1986,1986
133500,5,864,CollgCr,864,864,460,15523,1,_20,338,1972,1972
11e4,5,892,NAmes,892,864,340,9477,1,_20,264,1966,1966
274900,8,1713,NridgHt,1713,1713,1088,9591,3,_20,856,2005,2004
90350,5,694,Crawfor,694,440,365,4280,1,_30,352,2002,1913
325624,8,2161,NridgHt,1610,1582,1288,10562,3,_60,789,2007,2007
153337,5,1224,SawyerW,1224,1086,1086,7018,2,_90,528,1979,1979
165500,5,1700,NAmes,1700,1398,1018,10552,2,_20,447,1959,1959
225e3,7,1983,Gilbert,1005,978,694,10762,2,_60,490,1999,1999
2e5,7,1861,CollgCr,920,916,700,13450,2,_60,492,2002,2002
102776,4,1178,IDOTRR,859,859,0,8712,1,_50,384,1950,1900
165500,6,1661,NAmes,1661,992,831,9600,1,_80,377,1996,1955
129e3,5,864,NAmes,864,864,398,7200,2,_20,720,2002,1950
112e3,4,960,Edwards,960,672,0,8926,1,_20,288,1956,1956
32e4,9,1905,Somerst,1905,1905,0,11670,3,_20,788,2006,2006
194201,7,1402,Blmngtn,1402,1258,0,3922,3,_120,648,2007,2006
82500,7,1411,NWAmes,1411,1386,822,11900,2,_20,544,1977,1977
82e3,3,944,Edwards,944,0,0,10206,2,_20,528,1952,1952
117500,6,2210,OldTown,1178,1008,0,9900,1,_70,205,1950,1880
128e3,4,1324,BrkSide,757,672,672,6e3,1,_50,240,1950,1936
163500,6,1657,NAmes,1657,1657,1237,12155,2,_20,484,1970,1970
163e3,6,1261,NAmes,1261,1261,662,9120,2,_20,433,1958,1958
194700,6,1362,NridgHt,1362,1362,20,7577,2,_120,460,2006,2005
465e3,10,2076,NridgHt,2076,2076,1386,13891,3,_20,850,2006,2006
232e3,8,1668,CollgCr,1668,1657,370,10635,2,_20,502,2003,2003
148500,6,1456,NPkVill,855,855,566,2280,2,_160,440,1976,1976
325e3,10,2775,OldTown,1521,1237,0,13500,2,_75,880,2e3,1893
335e3,9,2184,NridgHt,1130,1104,936,11308,3,_60,836,2008,2008
147e3,5,912,NAmes,912,912,595,8872,2,_20,576,2008,1965
128500,5,971,CollgCr,971,971,523,9920,1,_20,300,1969,1969
107e3,4,1328,OldTown,810,686,0,9906,1,_70,210,1950,1925
165e3,6,1224,Mitchel,1224,1224,883,4500,2,_120,402,1999,1999
438780,10,2945,StoneBr,1426,1410,0,13682,3,_60,641,2006,2006
175900,6,1603,SawyerW,810,761,387,7153,2,_60,484,1992,1992
1e5,5,1664,Edwards,1664,0,0,9825,0,_90,0,1965,1965
207500,7,2090,StoneBr,1190,1190,828,5062,2,_160,577,1984,1984
28e4,8,1836,NridgHt,1836,1836,1039,11362,3,_20,862,2005,2004
31e4,10,2007,Somerst,1026,1017,765,11003,3,_60,812,2008,2008
128200,5,894,CollgCr,894,894,182,10650,1,_20,308,1976,1976
92e3,5,630,MeadowV,630,630,553,1533,0,_180,0,1970,1970
172500,5,1920,Sawyer,1252,1052,57,13650,2,_50,451,1958,1958
256e3,6,2792,OldTown,1584,1510,493,10440,2,_50,520,1950,1920
142e3,6,912,Sawyer,912,912,832,6768,1,_20,288,1996,1961
318e3,8,1734,NridgHt,1734,1734,1004,12085,3,_20,928,2007,2007
21e4,6,2073,NWAmes,2073,1542,790,13175,2,_20,500,1988,1978
132500,5,954,CollgCr,954,911,483,10780,2,_80,576,1976,1976
162500,6,1232,Veenker,1232,1232,660,11120,2,_20,516,1984,1984
21e4,7,1436,CollgCr,1436,1436,946,8450,2,_20,484,2004,2004
244e3,6,2054,Gilbert,1022,992,695,12224,2,_60,390,2e3,2e3
159434,5,1520,SWISU,848,793,182,4500,1,_50,281,2e3,1932
135e3,5,1098,NAmes,1098,1098,902,7390,1,_20,260,1955,1955
110500,5,866,OldTown,866,686,329,3880,0,_30,0,1997,1945
150500,5,1040,CollgCr,1040,1040,532,8800,2,_20,484,2008,1977
205e3,7,1548,BrkSide,952,952,0,7264,2,_50,672,2007,1925
194e3,7,1240,CollgCr,1240,1240,0,8556,3,_20,826,2006,2006
249700,8,1656,Somerst,1656,1656,24,11096,3,_20,826,2006,2006
144e3,5,1167,BrkSide,1167,915,645,8731,2,_30,495,1950,1920
178e3,6,1571,Gilbert,799,799,0,7837,2,_60,380,1994,1993
193e3,6,1593,Gilbert,864,839,759,7415,2,_60,398,2004,2004
17e4,5,1466,OldTown,1096,796,626,10800,2,_50,566,1989,1936
16e4,5,1126,Mitchel,1126,1126,936,17400,2,_20,484,1977,1977
212e3,8,1768,CollgCr,866,866,20,10769,2,_60,578,2007,2007
275e3,8,1742,StoneBr,1742,1742,1148,6563,2,_120,564,1985,1985
181e3,6,1675,Gilbert,892,841,0,24682,2,_60,502,1999,1999
275e3,8,1646,Crawfor,1646,1594,1373,3842,2,_120,482,2005,2004
185850,7,1364,NridgHt,1364,1364,659,7052,2,_120,484,2005,2005
108e3,4,1336,IDOTRR,897,637,637,11040,1,_50,570,1950,1920
81e3,3,894,IDOTRR,894,894,0,18e3,3,_30,1248,1950,1935
92900,3,1040,NAmes,1040,0,0,8544,2,_90,400,1950,1950
248e3,8,2285,NoRidge,997,969,0,11e3,3,_60,648,2e3,2e3
148e3,6,1113,Edwards,1113,1143,751,7917,1,_20,504,1976,1976
18e4,7,2207,NAmes,2207,1947,912,19900,2,_20,576,1989,1970
315e3,9,1838,Timber,1838,1838,1260,14601,3,_20,765,2006,2006
132500,5,1190,NAmes,1190,1106,803,7728,2,_90,540,1962,1962
313e3,9,2153,CollgCr,1476,1440,904,11050,3,_60,736,2e3,2e3
275500,8,2098,NridgHt,1038,1030,0,10240,3,_60,878,2005,2005
319900,9,1752,NridgHt,1752,1752,456,7658,2,_120,576,2005,2005
24e4,7,1710,Mitchel,1710,1710,0,12118,2,_20,550,2005,2004
19e4,7,1969,NWAmes,1161,808,0,11952,2,_60,534,1977,1977
164990,7,1310,CollgCr,1310,1310,24,8767,2,_20,400,2005,2005
11e4,4,858,NAmes,858,858,322,7340,1,_20,684,1971,1971
134e3,5,1211,Sawyer,1211,952,250,8250,1,_20,322,1968,1968
8e4,4,747,OldTown,747,747,0,4608,1,_30,220,1950,1945
315e3,9,1980,NridgHt,1980,1980,1447,16737,3,_20,770,2005,2004
284e3,8,1629,NridgHt,1629,3206,1124,10655,3,_20,880,2004,2003
209500,8,1554,NridgHt,1554,1554,24,4590,2,_120,627,2006,2006
144152,7,1200,Somerst,520,600,0,3180,2,_160,480,2005,2005
345e3,8,2704,NAmes,2e3,1952,1410,13860,2,_80,538,1995,1972
9e4,4,1040,NAmes,1040,0,0,7200,2,_90,420,1950,1949
179600,7,1422,CollgCr,1422,1422,0,8500,2,_20,626,2004,2004
176e3,6,1458,Somerst,729,729,419,3230,2,_160,440,1999,1999
189e3,5,2601,SWISU,990,612,0,9842,2,_70,621,1998,1921
223500,5,1576,BrkSide,1072,1324,1309,21384,2,_70,528,2004,1923
309e3,8,2452,NridgHt,1132,1117,0,13418,3,_60,691,2005,2004
187e3,6,1851,NAmes,1020,822,536,9760,2,_60,440,1993,1964
19e4,5,1867,ClearCr,1867,1617,379,10708,1,_20,303,1993,1955
120500,4,864,NAmes,864,864,616,9e3,2,_20,528,1971,1971
118858,5,1535,SawyerW,1535,0,0,7018,2,_90,400,1979,1979
269500,8,1968,Timber,774,774,0,12003,3,_60,680,2010,2009
124e3,6,932,NAmes,932,932,0,8280,1,_20,306,1950,1950
16e4,5,1928,SWISU,948,686,0,7082,0,_190,0,1995,1916
165e3,6,1977,NAmes,1127,816,442,9500,2,_60,540,1978,1964
555e3,10,2402,NridgHt,2402,3094,1767,15431,3,_20,672,2008,2008
145250,6,1383,NAmes,1383,1383,565,11600,1,_20,292,1960,1960
153500,6,1337,Mitchel,1337,1237,1201,4500,2,_120,405,1998,1998
135e3,5,893,NAmes,893,845,220,9600,2,_45,576,2003,1949
208900,7,1352,Somerst,1352,1352,0,4230,2,_120,466,2007,2006
207e3,7,1358,NridgHt,1358,1358,720,8198,2,_120,484,2004,2004
232e3,8,1574,Somerst,1574,1574,24,11957,3,_20,824,2006,2006
138887,5,1784,Crawfor,892,747,0,13132,1,_70,180,1950,1914
233170,7,1502,NridgHt,1502,1502,0,9541,2,_20,644,2009,2009
354e3,8,2468,NridgHt,1136,1136,970,12099,3,_60,872,2004,2004
187500,8,1360,StoneBr,1360,1220,1036,5814,2,_120,565,1984,1984
179400,7,1501,Somerst,757,744,549,2280,2,_160,440,1999,1999
135500,5,980,NAmes,980,980,400,9750,1,_80,384,1967,1967
173e3,7,1217,Mitchel,1217,1188,611,9947,2,_80,497,1991,1990
127e3,5,955,Sawyer,955,955,763,7742,1,_20,386,1966,1966
238e3,7,2127,SawyerW,912,1104,48,13125,3,_60,833,1991,1991
120500,6,816,IDOTRR,816,816,538,5890,1,_30,432,2007,1930
82500,4,708,BrkSide,708,420,280,5330,0,_30,0,1950,1940
265e3,7,2344,NoRidge,1277,1264,0,10208,3,_60,889,1997,1996
135e3,6,1469,IDOTRR,756,756,0,10320,1,_50,216,1995,1906
171e3,7,1959,Mitchel,1959,1907,0,11070,3,_90,766,1989,1988
136500,4,1768,Sawyer,1768,1768,0,10778,0,_90,0,1968,1968
119e3,6,1252,NAmes,1032,1032,280,9600,1,_50,288,1950,1950
315750,7,2398,NoRidge,1383,1379,719,11787,3,_60,834,1997,1996
128e3,4,1067,Sawyer,1067,1067,442,9600,2,_20,436,1995,1950
137500,4,1181,Edwards,1181,1138,920,10012,2,_85,588,1972,1972
175e3,6,1743,NWAmes,1041,702,384,11700,2,_60,539,1968,1968
167e3,6,1516,NAmes,1516,1516,196,10004,2,_20,472,1964,1964
187500,7,1146,Timber,1146,868,786,9590,2,_80,438,2003,2003
110500,6,1103,OldTown,1103,1103,397,6e3,2,_30,440,1980,1925
41e4,8,3238,NoRidge,2053,2033,816,14720,3,_50,666,1996,1995
115e3,5,864,Edwards,864,864,167,8172,2,_20,572,1990,1955
171e3,5,1701,Sawyer,1701,1390,1390,16647,2,_85,611,1981,1975
147e3,5,1344,IDOTRR,672,672,456,10690,1,_70,468,1997,1920
287e3,8,2898,Timber,2898,1565,1165,15498,2,_20,665,1976,1976
14e4,5,1812,OldTown,1032,360,0,7630,2,_190,672,1996,1900
137e3,5,935,Sawyer,935,935,560,13526,1,_20,288,1965,1965
118e3,4,1440,Edwards,1440,1440,133,12108,0,_90,0,1955,1955
148e3,5,1155,Sawyer,1155,1109,899,11782,2,_85,576,1995,1961
466500,10,2633,NoRidge,2633,2633,1282,11400,3,_20,804,2002,2001
155e3,6,1548,NPkVill,804,804,556,2308,2,_160,440,1976,1976
223e3,6,1844,Crawfor,1844,1844,1110,16381,2,_20,540,1969,1969
251e3,8,1652,StoneBr,1652,1494,1196,5330,2,_120,499,2e3,2e3
235e3,8,3112,NAmes,1360,1360,1036,25419,2,_75,795,1990,1918
303477,8,2610,Somerst,1184,1184,64,9e3,2,_60,550,2007,2007
367294,9,1702,NridgHt,1702,1702,1540,8769,3,_120,1052,2008,2008
423e3,8,2097,Somerst,2097,2077,1721,20896,3,_20,1134,2006,2005
325e3,9,1652,NridgHt,1652,1652,1572,13173,2,_20,840,2007,2006
131e3,5,902,Mitchel,902,864,301,8885,2,_20,484,1983,1983
192e3,6,1638,Gilbert,943,943,828,9042,2,_60,472,1998,1998
112e3,6,1902,Sawyer,1318,0,0,8930,2,_90,539,1978,1978
394432,9,1856,StoneBr,1856,1856,1445,11394,3,_20,834,2010,2010
181134,7,1340,Gilbert,1340,1340,24,8899,2,_20,396,2007,2007
229e3,7,2183,NWAmes,1377,1204,1002,13837,3,_50,786,1988,1988
171900,7,1250,Somerst,625,625,0,4017,2,_160,625,2007,2006
178400,7,999,NAmes,999,944,867,12122,2,_85,588,2007,1961
136500,5,1050,NAmes,1050,1050,915,10659,1,_20,368,1961,1961
118e3,5,1128,NAmes,1128,936,812,9e3,1,_20,286,1954,1954
18e4,6,988,ClearCr,988,938,938,21453,2,_80,540,1969,1969
156500,6,1478,NAmes,1478,1478,189,8400,2,_20,442,1957,1957
155e3,5,1125,Edwards,1125,1125,0,8536,2,_20,430,2007,2006
134e3,6,1080,Mitchel,1080,1084,336,9187,2,_20,484,1983,1983
272e3,6,2872,NWAmes,1542,1330,896,12227,2,_60,619,1995,1977
147e3,5,1113,NAmes,1113,1113,607,9600,1,_20,264,2007,1950
118e3,5,1077,BrkSide,1077,991,851,7420,1,_190,205,1950,1939
84500,4,630,MeadowV,630,630,131,1936,0,_180,0,1970,1970
187e3,6,1855,Veenker,1094,528,0,9600,2,_80,512,1994,1976
184e3,7,1820,BrkSide,1133,1026,329,9120,1,_50,240,1950,1925
2e5,6,1688,ClearCr,616,616,462,12798,2,_60,603,1997,1997
176485,7,1302,Gilbert,1302,1302,0,8993,2,_20,436,2007,2007
16e4,5,1308,Crawfor,976,728,428,9600,1,_50,256,1950,1940
189e3,7,1434,SawyerW,1434,1454,20,8529,2,_20,527,2001,2001
18e4,5,1721,Sawyer,1721,1461,570,10335,2,_20,440,1993,1968
611657,9,2364,NridgHt,2364,2330,2188,12919,3,_20,820,2010,2009
341e3,7,2418,NoRidge,1325,1311,1173,10542,3,_60,983,1994,1993
117e3,6,1635,OldTown,1001,485,0,5310,1,_50,255,2003,1910
197900,7,1935,NWAmes,1142,793,0,12384,2,_60,550,1976,1976
119500,5,923,Mitchel,923,876,658,6951,1,_20,264,1985,1984
137500,6,1054,NAmes,1054,936,763,8800,2,_85,480,1963,1963
239e3,8,1571,Timber,1571,1571,0,10991,3,_20,722,2007,2007
143250,6,981,NAmes,981,981,282,10530,2,_20,576,1971,1971
285e3,8,2374,NridgHt,1234,1181,0,11999,3,_60,656,2004,2003
19e4,6,1844,NWAmes,1844,1844,705,11751,2,_20,546,1977,1977
84500,5,1140,Mitchel,1140,1140,0,17217,0,_20,0,2006,2006
14e4,5,1214,Edwards,1214,1214,698,9170,2,_20,461,1965,1965
129500,5,768,Mitchel,768,768,619,7244,2,_85,624,1970,1970
189e3,6,1845,SawyerW,1055,1055,0,11218,2,_60,462,1992,1992
137e3,6,1928,OldTown,908,1020,0,9142,1,_190,440,1950,1910
139e3,6,1632,NAmes,1632,1240,620,9600,1,_20,338,1988,1958
103200,4,882,OldTown,882,882,0,5500,0,_45,0,1956,1956
58500,3,864,Edwards,864,864,203,8212,1,_30,200,1950,1914
21e4,8,1590,Somerst,786,768,0,9e3,2,_60,676,2008,2008
222e3,7,2236,Gilbert,993,964,0,13006,2,_60,642,1997,1997
13e4,6,1709,Edwards,970,970,0,2522,2,_160,380,2006,2004
129900,7,1774,OldTown,1022,952,0,6120,2,_50,468,1950,1931
122e3,5,969,CollgCr,969,969,716,10356,2,_20,440,1975,1975
254900,7,1947,Somerst,991,991,222,12552,2,_60,678,2005,2004
26e4,7,2353,NWAmes,1153,845,692,13005,2,_60,484,1980,1980
68500,4,520,BrkSide,520,520,0,6324,1,_30,240,1950,1927
154e3,7,1626,NridgHt,764,764,573,2448,2,_160,474,2004,2003
109500,5,784,BrkSide,784,784,784,6130,0,_45,0,1950,1924
136500,5,864,CollgCr,864,864,646,7e3,1,_20,336,2005,1978
72500,3,720,BrkSide,720,0,0,6627,1,_20,287,1950,1949
108480,5,1073,OldTown,1073,1073,0,5400,1,_30,326,1968,1921
485e3,9,3140,NridgHt,1966,1926,0,13518,3,_60,820,2009,2008
147e3,8,1795,Somerst,1795,1795,0,9986,3,_20,895,2007,2006
114500,6,1176,BrkSide,816,816,0,6240,2,_50,528,1950,1934
176e3,6,1137,Timber,1137,1112,980,13811,2,_20,551,1987,1987
165e3,7,1382,Somerst,673,673,641,2651,2,_160,490,2e3,2e3
187100,7,1430,CollgCr,1430,1413,0,16285,2,_20,605,2002,2001
135e3,7,1389,OldTown,707,651,0,3378,1,_60,240,1992,1946
205950,7,1665,Somerst,822,813,0,8125,2,_60,562,2007,2007
141e3,6,1375,IDOTRR,780,780,0,9e3,1,_50,544,1950,1937
148e3,6,1072,Edwards,1072,547,459,3675,2,_180,525,2005,2005
138800,5,1096,NAmes,1096,1096,75,15870,1,_20,299,1969,1969
14e4,5,1283,NAmes,1283,931,504,7763,2,_20,506,1980,1962
177e3,6,1680,Crawfor,840,840,0,15576,1,_70,308,1976,1915
64500,4,968,OldTown,968,656,0,10800,1,_30,216,2007,1927
227e3,8,1588,Somerst,1588,1588,0,1e4,3,_20,825,2006,2006
187500,6,2087,ClearCr,976,832,568,12205,2,_60,444,2007,1966
149700,6,1236,OldTown,1236,912,600,7407,2,_20,923,1996,1957
82500,4,861,Edwards,861,861,262,12342,2,_30,539,1950,1940
185e3,6,1674,Edwards,1163,1163,0,21780,2,_50,396,1950,1918
185900,7,1582,CollgCr,770,770,490,8320,2,_60,520,2004,2004
176500,6,1414,NAmes,1414,1184,528,11029,2,_20,601,2002,1958
125500,4,1363,OldTown,741,622,0,7740,2,_70,528,1950,1910
253293,8,2042,NridgHt,2042,2042,0,12704,3,_20,1390,2009,2008
188700,6,1660,Crawfor,849,715,326,11988,1,_70,240,1995,1934
186500,7,1553,Somerst,756,756,0,8125,2,_60,615,2006,2005
241500,7,1363,ClearCr,1363,1385,226,39104,2,_20,439,2005,1954
132e3,5,928,NAmes,928,928,377,13300,1,_20,252,2e3,1956
153500,5,1559,OldTown,1559,1559,338,8100,2,_30,812,1973,1948
181e3,7,1504,Blmngtn,1504,1346,16,3182,2,_120,457,2006,2005
11e4,5,773,NAmes,773,773,570,7677,1,_20,240,1953,1953
78e3,5,1192,IDOTRR,596,596,0,6402,1,_70,189,1950,1920
142e3,5,1056,NAmes,1056,1056,775,8450,1,_20,304,1968,1968
43e4,8,3228,NoRidge,3228,3200,1231,12692,2,_20,546,1993,1992
125500,5,902,Sawyer,902,876,599,6173,1,_20,288,1967,1967
145e3,6,1258,NWAmes,1258,1258,656,11040,2,_20,528,2004,1971
139e3,5,1092,Sawyer,1092,1092,170,11616,1,_20,288,1962,1962
175e3,5,1126,NWAmes,1126,1126,767,15611,2,_20,540,1977,1977
14e4,6,1072,Edwards,1072,547,547,3675,2,_180,525,2006,2005
26e4,7,1530,StoneBr,1530,1530,1274,16158,2,_20,430,2005,2005
148e3,4,1382,Sawyer,1382,1051,547,11235,2,_20,459,1979,1963
173900,6,1500,CollgCr,750,750,0,8846,2,_60,564,2006,2005
234e3,7,2080,Crawfor,1276,1276,0,10918,1,_70,282,2004,1926
172400,6,1664,Gilbert,953,953,0,8121,2,_60,460,2e3,2e3
234e3,7,1557,Blmngtn,1557,1374,0,3196,2,_120,420,2004,2003
175500,7,1242,NWAmes,1242,1242,916,9600,2,_20,528,1973,1973
169900,6,1034,Mitchel,1034,1012,539,12328,3,_80,888,1976,1976
121500,5,1392,Sawyer,1392,1392,1302,11341,2,_20,528,1996,1957
52e3,3,729,BrkSide,729,270,0,4130,0,_30,0,2003,1935
224e3,6,1640,Crawfor,1640,1296,728,14778,2,_20,924,2006,1954
173e3,6,1632,NWAmes,800,800,400,9130,2,_60,484,2e3,1966
165e3,6,1431,NAmes,1431,1099,371,9150,1,_80,296,1962,1962
132500,5,999,Sawyer,999,999,588,7758,1,_20,264,2001,1962
200624,6,2515,Crawfor,2515,2035,1219,32668,2,_20,484,1975,1957
183200,6,1509,Gilbert,807,783,457,7861,2,_60,393,2003,2002
132500,5,970,Sawyer,970,970,630,8480,2,_20,624,1963,1963
143e3,5,1632,Mitchel,1632,1632,0,25e3,2,_90,576,1967,1967
159500,6,1426,Edwards,698,690,535,7950,2,_60,440,1977,1977
128500,5,864,CollgCr,864,864,360,9560,1,_20,288,1972,1972
556581,9,2868,StoneBr,1992,1992,240,16056,3,_60,716,2006,2005
201e3,6,1721,SawyerW,936,928,814,8462,2,_60,471,1994,1994
145e3,5,1056,Gilbert,1056,1056,1056,34650,2,_190,572,1955,1955
158e3,6,1302,NAmes,1302,1302,270,9350,1,_80,309,1991,1964
222500,7,2031,CollgCr,1153,1153,252,11404,2,_60,541,1999,1998
114500,5,912,NAmes,912,912,456,10150,1,_20,275,1958,1958
6e4,2,438,SWISU,438,290,290,8400,1,_30,246,1950,1920
185e3,6,1262,Somerst,1262,1262,905,7200,2,_20,572,2006,2006
13e4,5,1360,NAmes,1360,384,384,7134,2,_80,572,1955,1955
153500,5,1074,NWAmes,1074,1056,788,10140,2,_20,495,1975,1975
27e4,8,1959,Somerst,1088,1088,0,9e3,3,_60,1025,2006,2006
130500,6,1479,Sawyer,725,725,533,13517,2,_60,475,2005,1976
1e5,4,788,BrkSide,788,788,266,7446,0,_30,0,1950,1941
18e4,8,1337,StoneBr,1337,1337,733,5395,2,_120,462,1993,1993
194e3,7,1220,CollgCr,1220,1199,684,7406,2,_20,632,2006,2006
271e3,8,1689,Mitchel,1689,1568,1218,13265,3,_20,857,2002,2002
66500,5,1131,OldTown,676,676,0,5720,1,_50,200,1950,1941
122500,4,2290,OldTown,1246,777,0,11340,2,_190,560,1950,1885
426e3,10,2332,NridgHt,1742,1682,1280,12474,3,_60,846,2008,2007
94750,4,960,Edwards,960,960,520,10921,1,_20,432,1965,1965
301e3,7,2730,SawyerW,1553,1502,28,10380,2,_60,576,1987,1986
163e3,6,1912,OldTown,1221,482,0,10800,2,_190,672,2e3,1905
107500,5,827,NAmes,827,0,0,7200,1,_20,392,2007,1955
319e3,8,1826,StoneBr,1826,1814,1422,11302,3,_20,758,2006,2005
147e3,5,1122,OldTown,1122,924,144,12e3,2,_20,528,2005,1948
144e3,6,1056,OldTown,1056,1056,1056,6979,2,_90,576,1980,1980
106e3,5,1302,BrDale,630,630,0,2016,2,_160,440,1970,1970
32e4,9,1698,Edwards,1698,1698,1234,13286,3,_20,768,2008,2007
143e3,7,1482,OldTown,832,650,624,9e3,2,_70,324,1988,1920
125e3,5,1365,BrDale,765,765,765,2368,2,_160,440,1970,1970
215e3,8,1911,SawyerW,1065,777,380,9554,2,_60,471,1994,1993
139e3,5,1250,Crawfor,661,661,0,5362,2,_50,552,2003,1910
164500,5,1320,Sawyer,1320,1164,328,11777,2,_80,564,1966,1966
305900,8,2e3,CollgCr,2e3,2e3,1464,10386,3,_20,888,2005,2004
177500,6,1200,CollgCr,1200,1200,334,11249,2,_20,521,1995,1995
215e3,7,1494,SawyerW,1494,1482,1443,16196,2,_20,514,1998,1998
241e3,7,1550,Somerst,1112,1092,812,8125,2,_60,438,2007,2006
168500,6,1512,Somerst,756,756,420,2117,2,_160,440,2e3,2e3
157500,5,1539,OldTown,958,650,0,10440,2,_70,686,2002,1904
295e3,7,3493,OldTown,1675,1470,0,18386,3,_75,870,2002,1880
139600,3,1733,Edwards,1733,0,0,13680,2,_20,452,1955,1955
123500,5,1148,Edwards,1148,980,210,6420,1,_20,308,1952,1952
179e3,7,1349,SawyerW,1349,1349,0,8450,2,_20,539,2001,2e3
177e3,6,1913,Crawfor,1172,896,0,7558,2,_50,342,1950,1928
149500,6,1400,Sawyer,672,672,209,7844,2,_60,440,1978,1978
115e3,5,789,OldTown,789,789,104,6e3,1,_20,250,1950,1948
